"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"1","(Intercept)","ASV_20",-3.25426675611419,5e-04,0.9995,TRUE,"negative","  4.47124758","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"2","(Intercept)","ASV_2",-2.51571213764177,0.00525,0.99475,TRUE,"negative","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Abundance"
"3","(Intercept)","ASV_22",-2.46624992294465,0.01075,0.98925,TRUE,"negative","  4.60187019","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"4","(Intercept)","ASV_856",3.19336020966096,0.96575,0.03425,TRUE,"positive"," -2.13528342","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Brachybasidiaceae","g__Meira","s__argovae","Abundance"
"5","(Intercept)","ASV_115",3.33752736160833,0.9915,0.0085,TRUE,"positive"," -2.17771762","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Abundance"
"6","K","ASV_18",-1.00281816774645,0.0165,0.9835,TRUE,"negative","-17.20495311","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"7","K","ASV_3",-0.97723843844357,0.021,0.979,TRUE,"negative","-18.44743460","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"8","K","ASV_41",-0.941595972052539,0.02375,0.97625,TRUE,"negative","  2.09667783","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Abundance"
"9","K","ASV_144",0.79661799845737,0.97925,0.02075,TRUE,"positive","  4.45009615","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"10","K","ASV_83",0.819873081062361,0.97825,0.02175,TRUE,"positive","  4.48706569","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"11","K","ASV_71",0.829128929807081,0.97125,0.02875,TRUE,"positive","  4.56117543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"12","K","ASV_2",0.857947357426108,0.99225,0.00775,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Abundance"
"13","K","ASV_66",0.920558551741041,0.97675,0.02325,TRUE,"positive","  5.20083850","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"14","K","ASV_624",0.953630932516679,0.971,0.029,TRUE,"positive","  4.43321904","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"15","K","ASV_6",0.973324653368666,0.969,0.031,TRUE,"positive","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Abundance"
"16","K","ASV_225",0.982746860298625,0.97925,0.02075,TRUE,"positive","  4.52265958","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"17","K","ASV_20",1.02280089528709,0.99375,0.00625,TRUE,"positive","  4.47124758","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"18","K","ASV_204",1.04102921489596,0.98275,0.01725,TRUE,"positive","  4.45807378","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"19","K","ASV_861",1.04945571083824,0.96525,0.03475,TRUE,"positive","  5.15019537","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"20","K","ASV_52",1.05684850910361,0.99275,0.00725,TRUE,"positive","  4.93823329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"21","K","ASV_727",1.07571216940383,0.959,0.041,TRUE,"positive","  4.37457014","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"22","K","ASV_217",1.08867954389801,0.974,0.026,TRUE,"positive","  5.18194518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"23","K","ASV_1364",1.09440386538573,0.9775,0.0225,TRUE,"positive","  5.14396239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"24","K","ASV_278",1.12658040402078,0.9815,0.0185,TRUE,"positive","  5.16483375","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"25","K","ASV_246",1.26266093815237,0.996,0.004,TRUE,"positive","  5.17101748","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"26","K","ASV_17",1.3444443507708,0.9995,5e-04,TRUE,"positive","  5.39440008","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"27","K","ASV_53",1.50439747634955,1,0,TRUE,"positive","  4.44596898","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"28","lib","ASV_18",2.01146066622464e-05,0.969,0.031,TRUE,"positive","-17.20495311","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"29","lib","ASV_52",2.01659620285998e-05,0.969,0.031,TRUE,"positive","  4.93823329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"30","lib","ASV_1206",2.0829930394033e-05,0.975,0.025,TRUE,"positive","  4.42261718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"31","lib","ASV_22",2.20617061572233e-05,0.991,0.009,TRUE,"positive","  4.60187019","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"32","lib","ASV_41",2.25858695100029e-05,0.979,0.021,TRUE,"positive","  2.09667783","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Abundance"
"33","lib","ASV_17",2.280584470994e-05,0.98525,0.01475,TRUE,"positive","  5.39440008","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"34","lib","ASV_268",2.30755577430706e-05,0.95725,0.04275,TRUE,"positive","  3.68277991","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Abundance"
"35","lib","ASV_259",2.31924308840722e-05,0.97525,0.02475,TRUE,"positive","  2.62490006","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Abundance"
"36","lib","ASV_53",2.34314551552962e-05,0.995,0.005,TRUE,"positive","  4.44596898","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"37","lib","ASV_3",2.38099105879853e-05,0.9855,0.0145,TRUE,"positive","-18.44743460","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"38","lib","ASV_1237",2.38315515216397e-05,0.95025,0.04975,TRUE,"positive","  2.63077942","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Abundance"
"39","lib","ASV_2234",2.40639015300312e-05,0.97375,0.02625,TRUE,"positive"," -2.17105649","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Abundance"
"40","lib","ASV_256",2.41226471254924e-05,0.96375,0.03625,TRUE,"positive","  4.53962404","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"41","lib","ASV_434",2.43426645345054e-05,0.96775,0.03225,TRUE,"positive","  3.68054287","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Abundance"
"42","lib","ASV_3373",2.46386928283345e-05,0.9715,0.0285,TRUE,"positive"," -2.17187813","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Abundance"
"43","lib","ASV_2338",2.50442472071975e-05,0.95125,0.04875,TRUE,"positive"," -2.08235137","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA,"Abundance"
"44","lib","ASV_170",2.51731517207381e-05,0.984,0.016,TRUE,"positive","  4.82639369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"45","lib","ASV_1055",2.52482309026832e-05,0.964,0.036,TRUE,"positive","  3.68061001","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Abundance"
"46","lib","ASV_1170",2.57231185345745e-05,0.961,0.039,TRUE,"positive","  2.62856567","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Abundance"
"47","lib","ASV_727",2.5775741677137e-05,0.95775,0.04225,TRUE,"positive","  4.37457014","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"48","lib","ASV_531",2.66885295536317e-05,0.97275,0.02725,TRUE,"positive","  2.64449124","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__livistonae","Abundance"
"49","lib","ASV_177",2.70839553348427e-05,0.99525,0.00475,TRUE,"positive","  2.58822574","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Abundance"
"50","lib","ASV_71",2.71046099758335e-05,0.986,0.014,TRUE,"positive","  4.56117543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Abundance"
"51","lib","ASV_473",2.71301430363696e-05,0.97125,0.02875,TRUE,"positive","  2.57329239","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae","Abundance"
"52","lib","ASV_393",2.84558292296659e-05,0.9805,0.0195,TRUE,"positive","  4.81954320","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"53","lib","ASV_313",2.89493416954534e-05,0.99575,0.00425,TRUE,"positive","  4.82210707","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"54","lib","ASV_339",2.9423010403721e-05,0.994,0.006,TRUE,"positive"," -2.04215526","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Abundance"
"55","lib","ASV_806",3.04973890025858e-05,0.98875,0.01125,TRUE,"positive"," -2.03902553","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Abundance"
"56","lib","ASV_6",3.11713156713485e-05,0.995,0.005,TRUE,"positive","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Abundance"
"57","lib","ASV_1709",3.12789955303899e-05,0.97375,0.02625,TRUE,"positive","  4.06673094","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena","Abundance"
"58","lib","ASV_780",3.16362648066322e-05,0.9675,0.0325,TRUE,"positive","  2.64820414","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Strelitziana","s__albiziae","Abundance"
"59","lib","ASV_15",3.23166718476375e-05,1,0,TRUE,"positive","  3.85599636","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Abundance"
"60","lib","ASV_327",3.24669382851848e-05,0.97425,0.02575,TRUE,"positive","  4.89611069","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA,"Abundance"
"61","lib","ASV_58",3.28748826619475e-05,1,0,TRUE,"positive","  4.82752559","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"62","lib","ASV_272",3.3210773639347e-05,0.99025,0.00975,TRUE,"positive","  4.07188851","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia",NA,"Abundance"
"63","lib","ASV_20",3.49285837263492e-05,1,0,TRUE,"positive","  4.47124758","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Abundance"
"64","lib","ASV_24",3.50121435424445e-05,1,0,TRUE,"positive","  4.90224238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"65","lib","ASV_98",3.55407984481137e-05,1,0,TRUE,"positive"," -2.02932300","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Abundance"
"66","lib","ASV_102",3.58540909425767e-05,0.988,0.012,TRUE,"positive","  3.65011072","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA,"Abundance"
"67","lib","ASV_644",3.76010955804855e-05,0.9795,0.0205,TRUE,"positive","  4.10704743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Abundance"
"68","lib","ASV_208",3.78985310269503e-05,0.9955,0.0045,TRUE,"positive","  2.67843341","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Strelitziana",NA,"Abundance"
"69","lib","ASV_194",3.84719475850089e-05,0.98275,0.01725,TRUE,"positive","  4.13276439","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Abundance"
"70","lib","ASV_4",3.97346416179992e-05,0.99975,0.00025,TRUE,"positive","  3.73057868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,"Abundance"
"71","lib","ASV_2",4.93842773134693e-05,1,0,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Abundance"
"72","max.height.m","ASV_312",-1.10578041024615,0,1,TRUE,"negative"," -1.24144823","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Abundance"
"73","max.height.m","ASV_55",-1.08846891978499,0.00025,0.99975,TRUE,"negative"," -0.97008483","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae","Abundance"
"74","max.height.m","ASV_6",-0.802427227038774,0.016,0.984,TRUE,"negative","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Abundance"
"75","max.height.m","ASV_53",-0.781396628905728,0.00275,0.99725,TRUE,"negative","  4.44596898","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"76","max.height.m","ASV_115",-0.759720926225361,0.019,0.981,TRUE,"negative"," -2.17771762","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Abundance"
"77","max.height.m","ASV_177",-0.731484422191575,0.015,0.985,TRUE,"negative","  2.58822574","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Abundance"
"78","max.height.m","ASV_3",0.681491142054027,0.99,0.01,TRUE,"positive","-18.44743460","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"79","max.height.m","ASV_18",0.79554385461854,0.99525,0.00475,TRUE,"positive","-17.20495311","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"80","P","ASV_53",-0.72236976283434,5e-04,0.9995,TRUE,"negative","  4.44596898","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Abundance"
"81","P","ASV_52",-0.71632433214337,0.004,0.996,TRUE,"negative","  4.93823329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Abundance"
"82","P","ASV_6",-0.564924011051174,0.02875,0.97125,TRUE,"negative","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Abundance"
"83","P","ASV_278",-0.562526258137172,0.036,0.964,TRUE,"negative","  5.16483375","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"84","P","ASV_66",-0.557036082852709,0.01575,0.98425,TRUE,"negative","  5.20083850","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"85","P","ASV_17",-0.468780617152537,0.0115,0.9885,TRUE,"negative","  5.39440008","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Abundance"
"86","P","ASV_55",-0.433468608426141,0.04275,0.95725,TRUE,"negative"," -0.97008483","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae","Abundance"
"87","P","ASV_2",-0.365455484288971,0.03725,0.96275,TRUE,"negative","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Abundance"
"88","P","ASV_4",0.366764303647962,0.951,0.049,TRUE,"positive","  3.73057868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,"Abundance"
"89","P","ASV_181",0.518753607671148,0.95975,0.04025,TRUE,"positive","  3.55762620","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA,"Abundance"
"90","P","ASV_3",0.562688946685189,0.99,0.01,TRUE,"positive","-18.44743460","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"91","ph","ASV_1925",-0.339976608556419,0.0235,0.9765,TRUE,"negative","-16.74600948","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"92","ph","ASV_3",-0.271795979076266,0.03425,0.96575,TRUE,"negative","-18.44743460","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"93","ph","ASV_18",-0.259065147098918,0.039,0.961,TRUE,"negative","-17.20495311","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Abundance"
"94","ph","ASV_39",0.286699445722206,0.96175,0.03825,TRUE,"positive","  3.88934887","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans","Abundance"
"95","(Intercept)","ASV_877",-7.47042954443039,0,1,TRUE,"negative"," -2.07400379","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA,"Presence"
"96","(Intercept)","ASV_2638",-7.32862458029226,0,1,TRUE,"negative","  2.08557924","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Presence"
"97","(Intercept)","ASV_2608",-7.24387823860989,0.00025,0.99975,TRUE,"negative"," -2.10608621","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia",NA,"Presence"
"98","(Intercept)","ASV_3084",-6.43379249544286,5e-04,0.9995,TRUE,"negative"," -2.15570865","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma","s__griseoflava","Presence"
"99","(Intercept)","ASV_2293",-5.59007290609797,0.0135,0.9865,TRUE,"negative"," -2.13645256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"100","(Intercept)","ASV_735",-5.43113185090778,0.001,0.999,TRUE,"negative","  4.06777866","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena","Presence"
"101","(Intercept)","ASV_1518",-5.41075939743183,0.0015,0.9985,TRUE,"negative","  2.57957637","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"102","(Intercept)","ASV_368",-5.30941727537968,0.00325,0.99675,TRUE,"negative","-16.76804630","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"103","(Intercept)","ASV_256",-5.01856738169868,0.00175,0.99825,TRUE,"negative","  4.53962404","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"104","(Intercept)","ASV_458",-4.94467213406189,0.00075,0.99925,TRUE,"negative"," -1.36892761","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"105","(Intercept)","ASV_927",-4.64647460043601,0.016,0.984,TRUE,"negative","  3.56753564","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae","Presence"
"106","(Intercept)","ASV_4769",-4.28564748434829,0.019,0.981,TRUE,"negative"," -2.17224527","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"107","(Intercept)","ASV_1055",-4.28032619206785,0.0095,0.9905,TRUE,"negative","  3.68061001","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"108","(Intercept)","ASV_138",-4.09620721317144,0.00175,0.99825,TRUE,"negative"," -2.08344031","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"109","(Intercept)","ASV_1502",-4.03833708983104,0.011,0.989,TRUE,"negative","-16.74792106","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"110","(Intercept)","ASV_562",-3.83886003539888,0.01175,0.98825,TRUE,"negative","  4.05959063","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola","Presence"
"111","(Intercept)","ASV_1219",-3.82729883517837,0.00825,0.99175,TRUE,"negative"," -1.96937281","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica","Presence"
"112","(Intercept)","ASV_1345",-3.79625356642236,0.01975,0.98025,TRUE,"negative"," -2.07721298","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"113","(Intercept)","ASV_1237",-3.60373093751761,0.02875,0.97125,TRUE,"negative","  2.63077942","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"114","(Intercept)","ASV_3041",-3.51995855999378,0.01525,0.98475,TRUE,"negative"," -2.13723741","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cyphellaceae",NA,NA,"Presence"
