"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"346","P","ASV_5642",-0.984480773894813,0.0095,0.9905,TRUE,"negative"," -1.25376567","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Presence"
"347","P","ASV_6",-0.976469351773168,0.00025,0.99975,TRUE,"negative","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Presence"
"348","P","ASV_1345",-0.972303433444186,0.00775,0.99225,TRUE,"negative"," -2.07721298","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"349","P","ASV_1075",-0.970591021030212,0.01525,0.98475,TRUE,"negative","  2.58062743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"350","P","ASV_717",-0.969114031493904,0.004,0.996,TRUE,"negative"," -2.06611665","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"351","P","ASV_804",-0.938760996651394,0.01225,0.98775,TRUE,"negative","  4.42970894","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"352","P","ASV_2552",-0.936622056205258,0.0235,0.9765,TRUE,"negative"," -2.16792002","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Atractidochium","s__hillariae","Presence"
"353","P","ASV_1055",-0.927999495856567,0.021,0.979,TRUE,"negative","  3.68061001","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"354","P","ASV_393",-0.919159713473298,0.009,0.991,TRUE,"negative","  4.81954320","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"355","P","ASV_806",-0.913972051987425,0.00225,0.99775,TRUE,"negative"," -2.03902553","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"356","P","ASV_458",-0.910889106100852,0.0045,0.9955,TRUE,"negative"," -1.36892761","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"357","P","ASV_496",-0.900985554517665,0.019,0.981,TRUE,"negative","  2.58636329","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"358","P","ASV_460",-0.893907245877152,0.01925,0.98075,TRUE,"negative","  3.68993700","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"359","P","ASV_2244",-0.891701983518713,0.018,0.982,TRUE,"negative","  3.67632164","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"360","P","ASV_562",-0.865596342992924,0.011,0.989,TRUE,"negative","  4.05959063","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola","Presence"
"361","P","ASV_2010",-0.803497868761918,0.018,0.982,TRUE,"negative"," -2.07940264","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"362","P","ASV_1364",-0.802115876525085,0.03025,0.96975,TRUE,"negative","  5.14396239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"363","P","ASV_572",-0.794034871124616,0.00375,0.99625,TRUE,"negative"," -1.58736448","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA,"Presence"
"364","P","ASV_644",-0.793853537373369,0.0455,0.9545,TRUE,"negative","  4.10704743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Presence"
"365","P","ASV_373",-0.739056228798652,0.01075,0.98925,TRUE,"negative","  4.42859917","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"366","P","ASV_439",-0.732084662248878,0.0265,0.9735,TRUE,"negative","  2.61706793","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA,"Presence"
"367","P","ASV_2675",-0.71724821687849,0.03525,0.96475,TRUE,"negative"," -2.07261181","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"368","P","ASV_378",-0.675743560668953,0.01675,0.98325,TRUE,"negative"," -1.38182300","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces",NA,"Presence"
"369","P","ASV_81",-0.664315681961095,0.0385,0.9615,TRUE,"negative","  3.93607277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"370","P","ASV_639",-0.586671823702918,0.044,0.956,TRUE,"negative","  4.42484990","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"371","P","ASV_1206",-0.575310086992759,0.03525,0.96475,TRUE,"negative","  4.42261718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"372","P","ASV_406",-0.495939381626681,0.03975,0.96025,TRUE,"negative"," -1.57637279","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola","Presence"
"373","P","ASV_1741",0.544443290810438,0.953,0.047,TRUE,"positive"," -2.12270816","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"374","P","ASV_170",0.598084289851708,0.962,0.038,TRUE,"positive","  4.82639369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"375","P","ASV_1925",0.641054304270536,0.975,0.025,TRUE,"positive","-16.74600948","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"376","P","ASV_225",0.686768241559682,0.99225,0.00775,TRUE,"positive","  4.52265958","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"377","P","ASV_2659",0.68725835244363,0.983,0.017,TRUE,"positive"," -2.10555382","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,"Presence"
"378","P","ASV_7",0.701384610920045,0.993,0.007,TRUE,"positive"," -0.56796858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"379","P","ASV_1519",0.703362186635617,0.98225,0.01775,TRUE,"positive"," -1.63076094","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca","Presence"
"380","P","ASV_392",0.726474659166429,0.9945,0.0055,TRUE,"positive"," -1.57946217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava","Presence"
"381","P","ASV_165",0.732343783395107,0.988,0.012,TRUE,"positive","-16.74892058","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"382","P","ASV_1502",0.758186095441799,0.97825,0.02175,TRUE,"positive","-16.74792106","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"383","P","ASV_339",0.799113710458342,0.9905,0.0095,TRUE,"positive"," -2.04215526","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"384","P","ASV_2",0.818060620712618,0.9875,0.0125,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Presence"
"385","P","ASV_32",0.83650987134367,0.99525,0.00475,TRUE,"positive","-16.86895652","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"386","P","ASV_2293",0.852598418131014,0.96925,0.03075,TRUE,"positive"," -2.13645256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"387","P","ASV_4769",0.859904106043601,0.97825,0.02175,TRUE,"positive"," -2.17224527","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"388","P","ASV_3084",0.873032960164222,0.9725,0.0275,TRUE,"positive"," -2.15570865","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma","s__griseoflava","Presence"
"389","P","ASV_2171",0.877282817942709,0.984,0.016,TRUE,"positive"," -2.08049597","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__pyrrosiae","Presence"
"390","P","ASV_419",0.933952742887575,0.9995,5e-04,TRUE,"positive"," -1.38050728","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"391","P","ASV_312",0.962052549444155,0.9995,5e-04,TRUE,"positive"," -1.24144823","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Presence"
"392","P","ASV_91",0.992902699260276,0.992,0.008,TRUE,"positive","  3.99245421","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"393","P","ASV_368",1.12683475476833,0.99875,0.00125,TRUE,"positive","-16.76804630","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"394","P","ASV_2180",1.24071699715295,0.99975,0.00025,TRUE,"positive","-11.89470463","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia",NA,"Presence"
"395","P","ASV_1219",1.32974212330453,0.99975,0.00025,TRUE,"positive"," -1.96937281","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica","Presence"
"396","P","ASV_138",1.35084114493851,1,0,TRUE,"positive"," -2.08344031","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"397","ph","ASV_828",-1.33796228544419,0,1,TRUE,"negative","  3.55206675","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora","Presence"
"398","ph","ASV_511",-1.24924193157364,0,1,TRUE,"negative","  1.95030130","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"399","ph","ASV_2855",-1.2168417394931,0,1,TRUE,"negative"," -1.44676097","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,"Presence"
"400","ph","ASV_973",-1.16446570099159,0,1,TRUE,"negative"," -1.42360193","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces","s__pseudoschimicola","Presence"
"401","ph","ASV_2552",-1.1179401709476,0,1,TRUE,"negative"," -2.16792002","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Atractidochium","s__hillariae","Presence"
"402","ph","ASV_857",-1.07736063055717,0,1,TRUE,"negative"," -2.17868582","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"403","ph","ASV_2487",-0.924681072173023,0.00075,0.99925,TRUE,"negative","  1.95954929","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"404","ph","ASV_81",-0.916448375593087,0,1,TRUE,"negative","  3.93607277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"405","ph","ASV_450",-0.900586757239317,0,1,TRUE,"negative","  2.56927016","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"406","ph","ASV_916",-0.879453954420766,0,1,TRUE,"negative"," -2.14236376","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA,"Presence"
"407","ph","ASV_2706",-0.877758917938362,0.00075,0.99925,TRUE,"negative"," -2.13915657","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae",NA,NA,"Presence"
"408","ph","ASV_349",-0.847616411872615,0.001,0.999,TRUE,"negative","  3.94008776","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,"Presence"
"409","ph","ASV_91",-0.833941538333743,0.00125,0.99875,TRUE,"negative","  3.99245421","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"410","ph","ASV_3287",-0.73961080021338,0.00225,0.99775,TRUE,"negative"," -2.14630716","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Tilletiales","f__Tilletiaceae","g__Tilletia",NA,"Presence"
"411","ph","ASV_1172",-0.738916197576865,0.0015,0.9985,TRUE,"negative","  2.98081419","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Pestalotiopsis",NA,"Presence"
"412","ph","ASV_347",-0.726728203029785,0.00125,0.99875,TRUE,"negative","  3.67011467","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"413","ph","ASV_1167",-0.715322586223062,0.00125,0.99875,TRUE,"negative"," -2.07878964","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"414","ph","ASV_236",-0.668291894322238,5e-04,0.9995,TRUE,"negative"," -1.05568313","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae","Presence"
"415","ph","ASV_439",-0.667104847653648,0.00175,0.99825,TRUE,"negative","  2.61706793","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA,"Presence"
"416","ph","ASV_136",-0.628226396160426,0.004,0.996,TRUE,"negative"," -2.13129080","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens","Presence"
"417","ph","ASV_473",-0.574027030537953,0.00075,0.99925,TRUE,"negative","  2.57329239","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae","Presence"
"418","ph","ASV_3246",-0.540237182720659,0.0155,0.9845,TRUE,"negative"," -2.17312479","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"419","ph","ASV_2516",-0.532501222529497,0.0325,0.9675,TRUE,"negative"," -2.10412634","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,"Presence"
"420","ph","ASV_170",-0.53153148198682,0.00825,0.99175,TRUE,"negative","  4.82639369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"421","ph","ASV_460",-0.515726357419867,0.0265,0.9735,TRUE,"negative","  3.68993700","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"422","ph","ASV_16",-0.510508108014639,0.04225,0.95775,TRUE,"negative"," -2.13343418","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA,"Presence"
"423","ph","ASV_60",-0.507170132483766,0.0215,0.9785,TRUE,"negative","-16.82639602","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"424","ph","ASV_268",-0.498871998595939,0.01575,0.98425,TRUE,"negative","  3.68277991","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"425","ph","ASV_278",-0.495757235351947,0.019,0.981,TRUE,"negative","  5.16483375","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"426","ph","ASV_1112",-0.460546550156068,0.037,0.963,TRUE,"negative","  2.08510400","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Presence"
"427","ph","ASV_327",-0.452229311136365,0.04875,0.95125,TRUE,"negative","  4.89611069","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA,"Presence"
"428","ph","ASV_780",-0.449466723542606,0.0135,0.9865,TRUE,"negative","  2.64820414","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Strelitziana","s__albiziae","Presence"
"429","ph","ASV_313",-0.436063348540645,0.0365,0.9635,TRUE,"negative","  4.82210707","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"430","ph","ASV_1352",-0.435634841029601,0.045,0.955,TRUE,"negative"," -2.16814988","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"431","ph","ASV_4396",-0.429153808840887,0.03275,0.96725,TRUE,"negative"," -2.14396603","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus","Presence"
"432","ph","ASV_259",-0.414174924007602,0.014,0.986,TRUE,"negative","  2.62490006","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"433","ph","ASV_122",-0.409780797268672,0.0415,0.9585,TRUE,"negative","  2.77736791","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Ceramothyrium","s__carniolicum","Presence"
"434","ph","ASV_177",-0.320766467638471,0.03675,0.96325,TRUE,"negative","  2.58822574","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"435","ph","ASV_255",0.310327476432062,0.955,0.045,TRUE,"positive"," -2.08917105","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA,"Presence"
"436","ph","ASV_531",0.31304768856538,0.952,0.048,TRUE,"positive","  2.64449124","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__livistonae","Presence"
"437","ph","ASV_66",0.327105441907235,0.961,0.039,TRUE,"positive","  5.20083850","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"438","ph","ASV_102",0.371777951127832,0.97925,0.02075,TRUE,"positive","  3.65011072","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA,"Presence"
"439","ph","ASV_68",0.379610611402874,0.974,0.026,TRUE,"positive"," -1.39884147","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,"Presence"
"440","ph","ASV_419",0.392295633909482,0.97975,0.02025,TRUE,"positive"," -1.38050728","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"441","ph","ASV_98",0.396387689865095,0.98325,0.01675,TRUE,"positive"," -2.02932300","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"442","ph","ASV_39",0.406385754532226,0.98425,0.01575,TRUE,"positive","  3.88934887","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans","Presence"
"443","ph","ASV_373",0.41114306422266,0.9755,0.0245,TRUE,"positive","  4.42859917","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"444","ph","ASV_182",0.432960871350527,0.98175,0.01825,TRUE,"positive"," -1.17452859","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,"Presence"
"445","ph","ASV_15",0.433472573055363,0.98425,0.01575,TRUE,"positive","  3.85599636","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"446","ph","ASV_1329",0.448995983185139,0.9675,0.0325,TRUE,"positive"," -2.16866276","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"447","ph","ASV_1345",0.454491015438129,0.9685,0.0315,TRUE,"positive"," -2.07721298","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"448","ph","ASV_135",0.469786346665748,0.989,0.011,TRUE,"positive","  3.71487476","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"449","ph","ASV_181",0.477881601325269,0.99525,0.00475,TRUE,"positive","  3.55762620","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA,"Presence"
"450","ph","ASV_1015",0.521289314975431,0.9615,0.0385,TRUE,"positive"," -2.13628440","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"451","ph","ASV_217",0.53998061451698,0.988,0.012,TRUE,"positive","  5.18194518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"452","ph","ASV_7",0.543992932256043,0.995,0.005,TRUE,"positive"," -0.56796858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"453","ph","ASV_55",0.554158109209639,0.99825,0.00175,TRUE,"positive"," -0.97008483","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae","Presence"
"454","ph","ASV_22",0.565671926452754,0.99825,0.00175,TRUE,"positive","  4.60187019","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"455","ph","ASV_24",0.570692379927946,0.99675,0.00325,TRUE,"positive","  4.90224238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"456","ph","ASV_368",0.573526926523171,0.98625,0.01375,TRUE,"positive","-16.76804630","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"457","ph","ASV_194",0.586313048934048,0.9925,0.0075,TRUE,"positive","  4.13276439","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Presence"
"458","ph","ASV_806",0.615019544577625,0.99725,0.00275,TRUE,"positive"," -2.03902553","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"459","ph","ASV_4",0.627382838307155,0.99975,0.00025,TRUE,"positive","  3.73057868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,"Presence"
"460","ph","ASV_71",0.63933631415332,1,0,TRUE,"positive","  4.56117543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"461","ph","ASV_496",0.658879341185759,0.99625,0.00375,TRUE,"positive","  2.58636329","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"462","ph","ASV_138",0.700311458032019,0.99975,0.00025,TRUE,"positive"," -2.08344031","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"463","ph","ASV_735",0.733908194743166,0.9985,0.0015,TRUE,"positive","  4.06777866","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena","Presence"
