"","Site","SiteSamp","MAP.mm","MAT.C","ph","watercontent","P","K","Cu","Mg","Mn","S","Zn","TIN","p.resin","doc","perc.C","perc.sand","perc.clay","basal.area.m2","max.height.m","stand.age.yrs.num"
"56","LCO-MXT-COM","LCO-MXT-COM-1",1.25935,1.24303804868629,4.3,9.41040864923164,1.69361349686399,1.56210091109118,0.044354276151237,1.4104597500595,0.293968141176494,1.4104597500595,0.809668301829708,0.581694959726504,0.41849840957428,0.724084412853135,-1.35274985259035,0.0761760609190879,-1.16648229295064,-1.44215228695225,2.1,1
"57","LCO-MXT-COM","LCO-MXT-COM-7",1.25935,1.24303804868629,4.32,9.39428738426559,1.39721558067771,1.49427057598786,0.0430346322252019,1.49427057598786,0.210853365314893,1.33912004527212,0.619788758288394,0.427924660726441,0.256039841296041,0.822183585226254,-1.38704636047737,-0.0944780514158428,-0.597953285739029,-1.48166082823593,2.17,1
"58","LWR-BHO-NCS","LWR-BHO-NCS-5",1.17624,1.21748394421391,6.215,9.3489864503246,2.44460447281285,2.11476200378752,0.487911734803169,2.1332375451759,1.2338099789203,1.18043967567789,1.60816259031482,0.288190121652057,1.22849672472409,0.513376242649998,-1.77797467201898,0.39956488023989,-0.926578814994065,-0.78956964200654,2.53,1.07918124604762
"59","UCP-MXG-NCD","UCP-MXG-NCD-3",1.16637,1.22530928172586,4.95,8.94626587616485,2.24797326636181,1.78532983501077,0.193124598354462,1.52891670027765,0.950364854376123,1.20951501454263,1.35024801833416,0.440163150286072,0.867661939595426,0.292667303270807,-1.82326268777211,0.639175390643689,-1.59302656904161,-1.36297104090463,1.95,1.43136376415899
"60","MHC-ONE-NCD","MHC-ONE-NCD-6",1.20784,1.1430148002541,6.665,9.49268395992359,1.82127212915503,2.43716621648075,0.506576234057938,2.31442166252527,1.54275992745194,1.29988560901524,1.32330639037513,0.276300218460752,1.28043788324721,0.459244614195541,-1.65812237007841,-0.0323328828225218,-0.499869420179643,-0.751956206923741,2.46,1.04139268515823
"61","OTO-MON-NCD","OTO-MON-NCD-4",1.12755,1.20139712432045,5.63,9.28193705375496,1.7151075829558,1.6051510683051,0.210853365314893,1.93359573946168,0.854956345613982,1.18428573767095,1.38214574148881,0.489517565237206,0.67400123472395,0.134270567068511,-2.08261025157137,0.244183884659733,-0.66914639468549,-0.969777467257054,1.96,0.954242509439325
"62","OTO-MXT-NCD","OTO-MXT-NCD-2",1.12755,1.20139712432045,5.43,9.14625038938574,1.94055083144545,1.72200948751336,0.128666609127543,1.92747656049203,0.575028500041668,1.17005929428577,0.935542010773082,0.216571398079899,0.613078895321556,0.269546205450293,-2.09342168516224,0.193937619564323,-0.664997689979836,-1.45169760485848,1.84,0.903089986991944
"63","OTO-MXT-NCD","OTO-MXT-NCD-8",1.12755,1.20139712432045,5.21,9.08426448748141,1.72980094924469,1.57527033984327,0.210853365314893,2.05499586152914,0.521324917211716,1.27547589119159,0.905024486769143,0.38214093531093,0.132147861192954,0.265674678164444,-2.0720572320339,0.297483521138188,-0.67840018683728,-0.934648403238871,2.71,0.903089986991944
"64","LCO-MXT-COM","LCO-MXT-COM-2",1.25935,1.24303804868629,4.265,9.49563183013947,1.64355879609133,1.52189697144924,0.0845954949294846,1.4104597500595,0.243704655850023,1.49286548509405,0.730487055782084,0.559646306788886,0.353463449044923,0.886446255506576,-1.36573267571488,0.317389855997576,-1.31215882734761,-1.05569209596365,2.19,1
"65","LCO-MXT-COM","LCO-MXT-COM-8",1.25935,1.24303804868629,4.22,9.3402566190657,1.53147891704226,1.41497334797082,0.0413926851582251,1.38021124171161,0.230448921378274,1.30102999566398,0.602059991327962,0.453460330930981,0.369110065408642,0.666510272103962,-1.37347368055268,0.109032668855599,-0.936587173904598,-1.45169760485848,2.05,1
"66","LWR-BHO-NCS","LWR-BHO-NCS-6",1.17624,1.21748394421391,6.195,9.40668182129467,2.40493838691132,2.14859006491808,0.326837259270267,2.21283961675998,1.2731194313576,1.21235069928548,1.63202321470541,0.312452032494786,1.22544048560125,0.517330390789275,-1.72233310942698,0.47811533341844,-1.00082027910028,-1.40075960179403,2.38,1.07918124604762
"67","MHC-ONE-NCD","MHC-ONE-NCD-1",1.20784,1.1430148002541,6.04,9.41728255308719,1.63008871492821,2.22444673033627,0.309984838316908,2.26066753699001,1.27922954015871,1.35936110273849,1.01772876696043,0.330008913010772,0.209442763150304,0.673786772927089,-1.83228862638049,0.0962009376644331,-0.510683939527478,-1.72833316157732,2.2,1.04139268515823
"68","MHC-ONE-NCD","MHC-ONE-NCD-7",1.20784,1.1430148002541,6.38,9.47505809415589,1.91863254785697,2.44672880499757,0.575875408426089,2.31453953767444,1.53120705820277,1.36810876963899,1.34909144113422,0.218436308945399,0.499539719231752,0.537465919967749,-1.57016847889013,0.0436244910359345,-0.527433210537563,-1.08124620043604,2.4,1.04139268515823
"69","OTO-MON-NCD","OTO-MON-NCD-5",1.12755,1.20139712432045,5.49,9.26421690811051,1.65748079856802,1.50200669934956,0.287839995446961,1.81926263850379,0.921708701972611,1.16658443341475,1.36317790241283,0.435662861409534,0.464424433699254,0.0227846865546709,-2.06687379282703,0.31126977837499,-0.717871853564768,-0.798699610466067,2.35,0.954242509439325
"70","OTO-MXT-NCD","OTO-MXT-NCD-3",1.12755,1.20139712432045,5.185,9.13587872267231,1.92978049882866,1.55039071625042,0.102257593981642,1.62933741819394,0.41378917687069,1.20531936061209,0.901164065955905,0.23250465374509,0.373247118876058,0,-2.08261025157137,0.289466476094123,-0.720652394091945,-0.838208151749741,2.33,0.903089986991944
"71","UCP-MXG-NCD","UCP-MXG-NCD-8",1.16637,1.22530928172586,5.19,9.07760485781267,2.29061838963327,1.62307974345766,0.218991538771875,1.47258861530329,0.849147435149965,1.21942132058023,1.31158017799729,0.420558553976714,1.05560346728287,0.551894087030469,-2.0720572320339,0.598831361300212,-1.58055019854572,-0.682320278782346,2.06,1.43136376415899
"72","LCO-MXT-COM","LCO-MXT-COM-3",1.25935,1.24303804868629,4.43,9.5393729231419,1.44806945766184,1.49952536432128,0.048304679574555,1.34589242882752,0.231949076520682,1.38968713359548,0.54770232900537,0.448024402518154,0.225186647534149,0.681017898204626,-1.37124900700091,0.0498598979285769,-1.00397697380505,-1.79527995120793,1.55,1
"73","LWR-BHO-NCS","LWR-BHO-NCS-1",1.17624,1.21748394421391,6.105,9.24205213570465,2.38078311914821,1.80204241726563,0.154530609401422,2.02231907967788,1.18877229081477,1.14052415816024,1.46329305529609,0.293225925922277,0.569908924074171,0.131143626176631,-2.00899504478373,0.266966223542156,-1.06384484714663,-0.868876971516193,2.29,1.07918124604762
"74","LWR-BHO-NCS","LWR-BHO-NCS-7",1.17624,1.21748394421391,6.185,9.3492691757313,2.13466640274429,2.03370799292156,0.257217836382343,2.25719357344304,1.00393029362843,1.20821326914868,1.30539480106643,0.277788547437073,1.23803670898083,0.428760311747722,-1.79164210748646,0.454208647993388,-1.03908334936388,-0.610755524615386,2.68,1.07918124604762
"75","MHC-ONE-NCD","MHC-ONE-NCD-2",1.20784,1.1430148002541,6.82,9.39882361931643,1.69419798419965,2.32703223472791,0.307694491895348,2.41971734969352,1.40363342221384,1.37438926092878,1.33544756046767,0.442848882060171,1.36354379009945,0.655476503340706,-1.68359707013567,0.270581745193162,-0.683741928477287,-0.974576350138822,2.3,1.04139268515823
"76","MHC-ONE-NCD","MHC-ONE-NCD-8",1.20784,1.1430148002541,6.415,9.37204428143888,2.00873183599876,2.49462789265358,0.61201877249687,2.37866008822418,1.58575136358339,1.37438926092878,1.41116827440579,0.447950357826698,1.38821793383679,0.565176166858818,-1.60923857595509,0.0157289273179261,-0.580913889162912,-0.879600836907966,2.6,1.04139268515823
"77","OTO-MON-NCD","OTO-MON-NCD-6",1.12755,1.20139712432045,5.68,9.17838305583527,1.72200948751336,1.45615653265132,0.308454013743188,1.77539699537497,0.80828083824575,1.17005929428577,1.31575325248469,0.40623706563585,0.468375222766486,0,-2.10450462000969,0.373353343933197,-0.688793363085447,-0.995331571729442,2.03,0.954242509439325
"78","OTO-MXT-NCD","OTO-MXT-NCD-4",1.12755,1.20139712432045,5.09,9.08262024747146,1.91934634098368,1.39675056737557,0.0991314730020144,1.60548001449954,0.324511091513504,1.14052415816024,0.886056647693163,0.297707731321738,0.383015433799974,0.161028266492054,-2.14564716197659,0.309469336800304,-0.795494479327062,-1.40594011429781,2.24,0.903089986991944
"79","SFA-ONE-PRO","SFA-ONE-PRO-2",1.24548,1.20411998265592,6.66,9.24463338836668,1.79062052912311,1.90546802528045,0.218589488676597,2.14979445152458,1.22274077482043,1.2509669153608,1.36855623098683,0.345998915076719,1.1032827537163,0.334705442692804,-1.73438868515848,0.375998756170176,-1.22692202268386,-1.53906229996031,2.5,0.301029995663981
"80","LCO-MXT-COM","LCO-MXT-COM-4",1.25935,1.24303804868629,4.335,9.66034060197989,1.54137682283739,1.68392282843865,0.0550475663309054,1.4680278200193,0.289130772364273,1.52416797556213,0.732828271596986,0.478742562654797,0.275760370456819,0.913837425072032,-1.16800428937617,0.0533051017640735,-0.862298125170211,-1.17142283078512,1.81,1
"81","LWR-BHO-NCS","LWR-BHO-NCS-2",1.17624,1.21748394421391,5.71,9.3161475280287,2.35785202169613,1.90848501887865,0.229336771008906,1.89905883263738,1.19336661256073,1.19817878901852,1.64687233574432,0.408458552908914,0.522426360950514,0.311967879948076,-1.91557569854,0.278442091059359,-1.0491572748708,-0.724517958576801,2.4,1.07918124604762
"82","LWR-BHO-NCS","LWR-BHO-NCS-8",1.17624,1.21748394421391,6.14,9.24009910218865,2.51724524258652,2.02010559424835,0.265082448476383,2.09142040015559,1.21041604076189,1.20284974342952,1.53881794638179,0.253390533423957,1.10779230115337,0.356010845087928,-1.87700185331741,0.387940610947183,-0.94933643708351,-1.18063083257195,2.08,1.07918124604762
"83","MHC-ONE-NCD","MHC-ONE-NCD-3",1.20784,1.1430148002541,6.01,9.44523211030618,1.62638500425076,2.30084113091567,0.45451346397419,2.29129161508202,1.45484486000851,1.37705272246678,1.33724216831843,0.30189868341581,0.771973379718478,0.58650846631446,-1.62816672770118,0.0215284900734443,-0.541314541851097,-1.48790977751293,2.5,1.04139268515823
"84","OTO-MON-NCD","OTO-MON-NCD-1",1.12755,1.20139712432045,5.425,9.21805576059922,1.74598757736429,1.69946138038154,0.347606137705336,1.83837380261113,0.829607157043085,1.20667316156673,1.29691342946915,0.3842531151335,0.515287775355686,0.436074341167527,-2.05167862121784,0.260860853085668,-0.696565145153502,-0.858657806334507,2.22,0.954242509439325
"85","OTO-MON-NCD","OTO-MON-NCD-7",1.12755,1.20139712432045,5.71,9.26531444339745,1.90492557281386,1.49939166737196,0.316888351164588,1.56273514458942,0.792854566687718,1.12699764453206,1.39433588440321,0.310449136789005,0.682439695739598,0.156563381937214,-2.13349516175906,0.391186870538192,-0.820538927079832,-1.08124620043604,2.1,0.954242509439325
"86","OTO-MXT-NCD","OTO-MXT-NCD-5",1.12755,1.20139712432045,5.045,8.96177736163128,1.83543890869237,1.64204033546293,0.145142122696587,1.69383857122893,0.636822097587174,1.16113022808072,1.01357280718927,0.257259171817821,0.297719525562227,0.201129730468972,-2.09342168516224,0.299494967218988,-0.742781574421765,-1.37899848633878,2.24,0.903089986991944
"87","SFA-ONE-PRO","SFA-ONE-PRO-3",1.24548,1.20411998265592,5.92,9.13854584148619,2.07543289849446,1.63535806471827,0.118099312077994,1.70086589844344,1.14027229102919,1.13033376849501,1.00673338265897,0.227619785531621,1.04469348369655,0.353311895236557,-2.0720572320339,0.520911945409776,-1.77345434265144,-1.30903010128975,2.56,0.301029995663981
"88","LCO-MXT-COM","LCO-MXT-COM-5",1.25935,1.24303804868629,4,9.61288409008909,1.55105823940176,1.78002378877787,0.0505563734424439,1.58020667943829,0.324511091513504,1.56587695715398,0.936613021135607,0.789189485644813,0.56187274518343,0.670882624619841,-1.02866245271007,0.133266984866844,-0.993429994401684,-1.72469887692222,2.13,1
"89","LWR-BHO-NCS","LWR-BHO-NCS-3",1.17624,1.21748394421391,6.005,9.30627305107635,2.42391201246874,1.86352448244622,0.202275841957554,1.95416071369901,1.15031403899559,1.13709650997013,1.44663193257176,0.230426094267614,0.56562199196709,0.818301683103303,-2.33523980472643,0.397159825800209,-1.30377314608892,-0.377694297725336,2.17,1.07918124604762
"90","WBI-NRT-NCS","WBI-NRT-NCS-5",1.30015,1.24551266781415,6.565,9.19967577066516,2.51466322580159,1.85916441320193,0.667655941667617,2.15454304671175,1.12823064340724,1.11971479248471,1.77181107235262,0.550653432488543,1.40170843468142,0.349740455901111,-1.97006604076339,0.533681879810011,-1.66957982815262,-0.430048977896017,2.2,0.903089986991944
"91","MHC-ONE-NCD","MHC-ONE-NCD-4",1.20784,1.1430148002541,6.88,9.37266800520463,1.42341307104451,2.22356480638381,0.366708771307959,2.36091783674909,1.46331390927232,1.26356361170472,1.35119660512971,0.421539768649767,0.710846135484995,0.64792902296461,-1.82029405065772,-0.047569769242404,-0.478732363620385,-0.779599746922767,2.2,1.04139268515823
"92","OTO-MON-NCD","OTO-MON-NCD-2",1.12755,1.20139712432045,5.025,9.20897248545034,1.69611659873625,1.57151301564343,0.20937264624701,1.85071669925762,0.712590111275594,1.22863652654388,1.2691408512505,0.524330082724227,0.431729066225329,0.054809116115426,-2.05668585355971,0.263095313340022,-0.710756284030057,-0.939962746011987,1.99,0.954242509439325
"93","OTO-MON-NCD","OTO-MON-NCD-8",1.12755,1.20139712432045,5.47,9.32460214811975,1.971382325154,1.50714775865702,0.472348739858417,1.59686737536669,0.878371090378881,1.17418854196223,1.49342376594206,0.411214422230649,0.779426358041457,0.207727759658061,-2.12166925204345,0.32682763984379,-0.791095596865076,-0.838913748138749,2.16,0.954242509439325
"94","OTO-MXT-NCD","OTO-MXT-NCD-6",1.12755,1.20139712432045,5.01,9.08509710481981,1.69236755696195,1.54667251681499,0.207912971673064,1.73646639758248,0.492098410689315,1.22503708210435,0.943095148663528,0.297328133225871,0.206760737258344,0.21456710171171,-2.08261025157137,0.239451389837971,-0.657036208807429,-0.945643787540334,2.35,0.903089986991944
"95","SFA-ONE-PRO","SFA-ONE-PRO-4",1.24548,1.20411998265592,5.935,9.09781573696908,1.65559734924312,1.91132262767931,0.184967659645376,1.80503748870665,1.18320683396461,1.18067891948209,1.02610280256421,0.184979758405509,0.464098316078665,0.372304943633796,-1.98266634555983,0.363601746603805,-1.77909522859668,-1.82160888993028,2.24,0.301029995663981
"96","LCO-MXT-COM","LCO-MXT-COM-6",1.25935,1.24303804868629,4.065,9.6980186469306,1.44757703232205,1.76160279809707,0.0550475663309054,1.48755874062074,0.289130772364273,1.60410924445496,0.607889534988686,0.795880945113005,0.355739724206562,0.844812236059108,-1.01659555199882,-0.0393579911328994,-0.681702179055977,-1.42366888125824,1.99,1
"97","LWR-BHO-NCS","LWR-BHO-NCS-4",1.17624,1.21748394421391,5.96,9.33130046665375,2.28346276654506,2.15522755876289,0.210853365314893,2.0583989073216,1.06539296156199,1.20894017067061,1.64975198166584,0.598407180807041,0.618059616614523,0.415502955946771,-1.81150445197849,0.341532594023194,-1.25462675568196,-0.814875507271311,2.31,1.07918124604762
"98","UCP-MXG-NCD","UCP-MXG-NCD-7",1.16637,1.22530928172586,5.245,9.10339905875219,2.46376755735325,1.92527741521307,0.264897153447588,1.66631343267273,1.17218087151719,1.3425885370327,1.52651302993543,0.501579643474544,1.0693162997217,0.756999594934007,-1.89762709129044,0.62541518678489,-1.58483583075189,-0.420423826445094,2.47,1.43136376415899
"99","MHC-ONE-NCD","MHC-ONE-NCD-5",1.20784,1.1430148002541,6.45,9.39602259062632,1.61496241399386,2.36919672338737,0.485984715050968,2.20066437550746,1.37815429952373,1.29129559662242,1.12717161804059,0.180195913605198,0.69808321730836,0.527088815677942,-1.75951322467562,-0.0200032155455937,-0.435452310687152,-1.22638832313262,2.35,1.04139268515823
"100","OTO-MON-NCD","OTO-MON-NCD-3",1.12755,1.20139712432045,5.37,9.17731635008499,1.63310759599763,1.54318082344538,0.27711783825857,1.80883769538018,0.676693609624867,1.2322698652699,1.20605448243312,0.465424767149931,0.466707030663662,0.173747699598441,-2.19103160884862,0.256508808874108,-0.649333671446414,-0.673546354474841,2.3,0.954242509439325
"101","OTO-MXT-NCD","OTO-MXT-NCD-1",1.12755,1.20139712432045,5.62,9.26602049863653,1.77849579183916,1.68680644735299,0.169142399100353,2.25995774295449,0.873680357675314,1.2587056809417,1.1249387366083,0.473890032439294,0.492901676639535,0.190641481782287,-1.9498293981048,0.150106374014515,-0.656493087580527,-1.24757762220256,1.98,0.903089986991944
"102","OTO-MXT-NCD","OTO-MXT-NCD-7",1.12755,1.20139712432045,5.25,9.1328225688987,1.69989963968614,1.73696532289745,0.186310424237367,2.04111058415324,0.385350881364017,1.25440995371371,0.950781977329818,0.272508704984329,0.381356787129905,0.556945731739139,-2.01813087458572,0.243762535367868,-0.576010797964802,-1.13642717007989,2.23,0.903089986991944
"103","UCP-MXG-NCD","UCP-MXG-NCD-1",1.16637,1.22530928172586,4.805,9,2.23235536893349,1.87476920253207,0.200914842780713,1.50640269698079,1.14429942463183,1.22958935755111,1.45593195564972,0.47024199361419,0.952196717148372,0.45509413112627,-1.92296284224727,0.577639806985113,-1.58484697780163,-1.24457211206283,1.83,1.43136376415899
"104","SFA-ONE-PRO","SFA-ONE-PRO-6",1.24548,1.20411998265592,6.42,9.1322379753498,2.03542973818455,2.04857126978535,0.1249387366083,1.60386579219122,1.11671840636161,1.07310709833543,1.1249387366083,0.33975835199602,0.102728266407303,0.0555461283958364,-2.04672746949238,0.599605027997808,-1.76971762582391,-1.72833316157732,2.6,0.301029995663981
"105","SFA-ONE-PRO","SFA-ONE-PRO-7",1.24548,1.20411998265592,5.4,9.09691001300806,1.14967331644289,1.61451687770216,0.149168616232801,1.47258861530329,1.02152819450805,1.40807306805165,0.515700160653214,0.214717462120746,0.0104011228451068,0.495832505164857,-1.93047474750312,0.357470231984456,-0.905881388580751,-1.57857084124398,2.2,0.301029995663981
"106","WBI-NRT-NCS","WBI-NRT-NCS-2",1.30015,1.24551266781415,6.595,9.22277772212437,2.36648185202877,1.97632105730079,0.679771542294812,2.15088084983449,1.13105771345661,1.13394148555237,1.71810501477628,0.638952187356339,1.23937471180984,0.66047679375437,-2.08798287138307,0.567003781993751,-1.47193142184662,-0.564330402129374,2.65,0.903089986991944
"107","UCP-MXG-NCD","UCP-MXG-NCD-5",1.16637,1.22530928172586,4.595,9.20508615542795,2.66009717495815,1.76449636921096,0.40205657486687,1.58141322135032,1.36530966648071,1.4846387347849,1.66005193830565,0.525193371209046,1.13368070846326,0.8114840040424,-1.75693670090049,0.292655433977491,-1.39836327884785,-0.632446222026839,2.34,1.43136376415899
"108","WBI-NRT-NCS","WBI-NRT-NCS-3",1.30015,1.24551266781415,6.495,9.22048518654361,2.36928213661392,2.05499586152914,0.700518292898879,2.12722053307086,1.10974723771323,1.13033376849501,1.71420997089276,0.585448589355648,1.27425878208902,0.361632846552083,-2.03698843608998,0.564888732972099,-1.59148789296671,-0.241706259605199,2.72,0.903089986991944
"109","SFA-ONE-PRO","SFA-ONE-PRO-1",1.24548,1.20411998265592,6.5,9.13348546003074,1.6069136008857,1.82643146394335,0.19046020667305,1.9267859750292,1.05564480843544,1.14126274183497,0.962573502059376,0.234197622840106,0.491994152496469,0.114511949228519,-2.04183114504595,0.487927966076964,-1.52711878024304,-1.62203653502507,2.25,0.301029995663981
"110","SFA-ONE-PRO","SFA-ONE-PRO-5",1.24548,1.20411998265592,5.73,9.15204787863899,1.22278094319885,1.48787429970508,0.0961915769767194,1.56273514458942,1.04464340753515,1.24375529820011,0.820304616675493,0.130396246948924,0.0299552774817274,0.499964788203964,-2.10450462000969,0.497021044927479,-1.37391571473638,-1.82160888993028,2.27,0.301029995663981
"111","WBI-NRT-NCS","WBI-NRT-NCS-1",1.30015,1.24551266781415,6.43,9.22764494885064,2.33631802173505,2.07119748852292,0.630868687268092,2.13761734900831,1.13246371137096,1.12676048453977,1.71034955007952,0.682801752895055,1.34078440083204,0,-1.93811575478829,0.55729149691592,-1.66994883409594,-0.384254762082104,2.59,0.903089986991944
"112","BRF-ONE-COM","BRF-ONE-COM-5",1.16934,1.21748394421391,5.58,9.33297178502351,1.38037135027818,1.71872943551569,0.184967659645376,2.12338904111571,1.47622355430456,1.15455592390554,1.3618949044874,0.375075449573663,0.00157849928394232,0.688051621336989,-2.06175046332556,0.319917949799977,-1.10551208822391,-0.963146888358041,2.65,0.778151250383644
